PMID	genename	PTOterm	sent
26140668	aux1	auxin content	Decreased auxin distribution and contents in osaux1 mutant result in reduction of OsCyCB1;1 expression and shortened PR, LR and RH under Cd stress, but can be rescued by the membrane-permeable auxin, 1-naphthaleneacetic acid (NAA).
26140668	aux1	oxygen sensitivity	Cd contents in the osaux1 mutant were not altered but reactive oxygen species (ROS)-mediated damage was enhanced, further increasing the osaux1 mutant sensitivity to Cd stress.
26140668	aux1	oxygen sensitivity	Cd contents in the osaux1 mutant were not altered but reactive oxygen species (ROS)-mediated damage was enhanced, further increasing the osaux1 mutant sensitivity to Cd stress.
26140668	aux1	oxygen sensitivity	Cd contents in the osaux1 mutant were not altered but reactive oxygen species (ROS)-mediated damage was enhanced, further increasing the osaux1 mutant sensitivity to Cd stress.
26140668	aux1	oxygen sensitivity	Cd contents in the osaux1 mutant were not altered but reactive oxygen species (ROS)-mediated damage was enhanced, further increasing the osaux1 mutant sensitivity to Cd stress.
26147620	CAP350	grain quality trait	Here we show that a quantitative trait locus for rice grain quality, qGW7, reflects allelic variation of GW7, a gene encoding a TONNEAU1-recruiting motif protein with similarity to C-terminal motifs of the human centrosomal protein CAP350.
26147620	CAP350	grain quality trait	Here we show that a quantitative trait locus for rice grain quality, qGW7, reflects allelic variation of GW7, a gene encoding a TONNEAU1-recruiting motif protein with similarity to C-terminal motifs of the human centrosomal protein CAP350.
26147620	CAP350	grain quality trait	Here we show that a quantitative trait locus for rice grain quality, qGW7, reflects allelic variation of GW7, a gene encoding a TONNEAU1-recruiting motif protein with similarity to C-terminal motifs of the human centrosomal protein CAP350.
26200336	SUSIBA2	starch content	SUSIBA2 rice offers a sustainable means of providing increased starch content for food production while reducing greenhouse gas emissions from rice cultivation.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	pollen sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26202549	GAMYB	spikelet sterility	The expression of GAMYB, a major activator of GA signaling, and its downstream genes CYP703A3 and KAR, mainly involved in pollen formation, increased abnormally during spikelet development; this activation of GA signaling may cause the sterility.
26257333	D27	shoot branching	OsD27 and AtCCD7 are not inhibited by hydroxamic acids that cause shoot branching in planta, but OsD27 is partially inhibited by terpene-like hydroxamic acids.
26257333	CCD7	shoot branching	OsD27 and AtCCD7 are not inhibited by hydroxamic acids that cause shoot branching in planta, but OsD27 is partially inhibited by terpene-like hydroxamic acids.
26257333	AtCCD7	shoot branching	OsD27 and AtCCD7 are not inhibited by hydroxamic acids that cause shoot branching in planta, but OsD27 is partially inhibited by terpene-like hydroxamic acids.
26297139	BI-1	oxidative stress	Loss-of-function analysis demonstrated that FLOT and HIR3 are required for cell death by oxidative stress and salicylic acid, suggesting that the decreased levels of these proteins directly contribute to the stress tolerant phenotypes in BI-1 overexpressing rice cells.
26297385	MYB	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26297385	MYB	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26297385	MYB	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26297385	NAC	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26297385	NAC	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26297385	NAC	lignin biosynthesis	MYB and NAC transcriptional factors function as switches, and some homeobox proteins negatively control lignin biosynthesis genes.
26408146	PGK	stress tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26408146	PGK	stress tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26408146	PGK	stress tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26408146	PGK	salt tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26408146	PGK	salt tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26408146	PGK	salt tolerance	Our results indicate that OsPGK2a-P gene is differentially regulated in contrasting rice cultivars under stress and its overexpression confers salt stress tolerance in transgenic tobacco.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26443376	LPA1	tiller angle	Interestingly, onac106-1D also exhibited a wide tiller angle phenotype throughout development and the tiller angle-related gene LPA1 was down-regulated in onac106-1D.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26453745	AtCYP19-4	An	An in vitro assay with a synthetic substrate oligomer confirmed that OsCYP19-4 had peptidyl-prolyl cis-trans isomerase activity, as was previously reported for AtCYP19-4.
26504138	AtSUC2	relative yield	Here, we report that transgenic rice plants expressing the Arabidopsis phloem-specific sucrose transporter AtSUC2, which loads Suc into the phloem, showed an increase in grain yield of up to 16% relative to wild-type plants in field trials.
26504138	AtSUC2	relative yield	Here, we report that transgenic rice plants expressing the Arabidopsis phloem-specific sucrose transporter AtSUC2, which loads Suc into the phloem, showed an increase in grain yield of up to 16% relative to wild-type plants in field trials.
26504138	AtSUC2	relative yield	Here, we report that transgenic rice plants expressing the Arabidopsis phloem-specific sucrose transporter AtSUC2, which loads Suc into the phloem, showed an increase in grain yield of up to 16% relative to wild-type plants in field trials.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	leaf color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant phenotype	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	plant color	Complementation and overexpression, transgenic plants exhibited the mutant phenotype including head date, leaf color and the transcription levels of the FdC2 were completely rescued by transformation with OsHDY1.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	head date	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	chlorophyll content	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26598971	FdC2	photosynthetic rate	Our results suggest that OsFdC2 plays an important role in photosynthetic rate and development of heading date by regulating electron transfer and chlorophyll content in rice.
26708605	RCN1	abscisic acid accumulation	Here, we report that an Oryza sativa half-size ATP binding cassette (ABC) subfamily G protein, RCN1/OsABCG5, is involved in stomatal closure, which is mediated by phytohormone abscisic acid (ABA) accumulation in guard cells.
26708605	RCN1	abscisic acid accumulation	Here, we report that an Oryza sativa half-size ATP binding cassette (ABC) subfamily G protein, RCN1/OsABCG5, is involved in stomatal closure, which is mediated by phytohormone abscisic acid (ABA) accumulation in guard cells.
26708605	RCN1	ABA response	These results indicate that in response to drought stress, RCN1/OsABCG5 involves in accumulation of ABA in guard cells, which is indispensable for stomatal closure.
26708605	RCN1	ABA response	These results indicate that in response to drought stress, RCN1/OsABCG5 involves in accumulation of ABA in guard cells, which is indispensable for stomatal closure.
26834769	HO-1	Ht	Our previous studies confirmed that HO-1 inducer hematin (Ht) promotes the germination of rice seeds in drought (20% polyethylene glycol-6000, PEG) conditions, but the corresponding effects of HO-1 on the alleviation of germination-triggered PCD in GA-treated rice aleurone layers remain unknown.
26834769	HO-1	Ht	Our previous studies confirmed that HO-1 inducer hematin (Ht) promotes the germination of rice seeds in drought (20% polyethylene glycol-6000, PEG) conditions, but the corresponding effects of HO-1 on the alleviation of germination-triggered PCD in GA-treated rice aleurone layers remain unknown.
26834769	HO-1	Ht	Furthermore, the application of the HO-1 inducer Ht and nitric oxide (NO) donor sodium nitroprusside (SNP) not only activated HO-1 gene expression, HO activity, and endogenous NO content, but also blocked GA-induced rapid vacuolation and accelerated aleurone layers PCD under drought stress.
26834769	HO-1	Ht	Furthermore, the application of the HO-1 inducer Ht and nitric oxide (NO) donor sodium nitroprusside (SNP) not only activated HO-1 gene expression, HO activity, and endogenous NO content, but also blocked GA-induced rapid vacuolation and accelerated aleurone layers PCD under drought stress.
26834769	HO-1	sodium content	Furthermore, the application of the HO-1 inducer Ht and nitric oxide (NO) donor sodium nitroprusside (SNP) not only activated HO-1 gene expression, HO activity, and endogenous NO content, but also blocked GA-induced rapid vacuolation and accelerated aleurone layers PCD under drought stress.
26834769	HO-1	sodium content	Furthermore, the application of the HO-1 inducer Ht and nitric oxide (NO) donor sodium nitroprusside (SNP) not only activated HO-1 gene expression, HO activity, and endogenous NO content, but also blocked GA-induced rapid vacuolation and accelerated aleurone layers PCD under drought stress.
26834769	HO-1	Ht	However, both HO-1 inhibitor zinc protoporphyrin IX (ZnPPIX) and NO scavenger 2-(4-carboxyphenyl0-4, 4,5,5-tetramethylimidazoline-l-oxyl-3-oxide potassium salt (cPTIO) reserved the effects of Ht and SNP on rice aleurone layer PCD under drought stress by down-regulating endogenous HO-1 and NO, respectively.
26834769	HO-1	Ht	However, both HO-1 inhibitor zinc protoporphyrin IX (ZnPPIX) and NO scavenger 2-(4-carboxyphenyl0-4, 4,5,5-tetramethylimidazoline-l-oxyl-3-oxide potassium salt (cPTIO) reserved the effects of Ht and SNP on rice aleurone layer PCD under drought stress by down-regulating endogenous HO-1 and NO, respectively.
26834769	HO-1	Ht	The inducible effects of Ht and SNP on HO-1 gene expression, HO activity, and NO content were blocked by cPTIO.
26834769	HO-1	Ht	The inducible effects of Ht and SNP on HO-1 gene expression, HO activity, and NO content were blocked by cPTIO.
26870074	SRO1	stress tolerance	Our study suggests that the interaction of OsSRO1a with OsRBD1 confers enhanced stress tolerance in yeast and may play an important role under abiotic stress responses in plants.
26870074	SRO1	stress tolerance	Our study suggests that the interaction of OsSRO1a with OsRBD1 confers enhanced stress tolerance in yeast and may play an important role under abiotic stress responses in plants.
26870074	SRO1	abiotic stress tolerance	Our study suggests that the interaction of OsSRO1a with OsRBD1 confers enhanced stress tolerance in yeast and may play an important role under abiotic stress responses in plants.
26870074	SRO1	abiotic stress tolerance	Our study suggests that the interaction of OsSRO1a with OsRBD1 confers enhanced stress tolerance in yeast and may play an important role under abiotic stress responses in plants.
26969743	AKT1	Na/K ratio	However, a correlation between AKT1 expression and root Na(+) when the external Na/K ratio was high suggests that there may be a role for AKT1 in Na(+) uptake in such conditions.
26969743	AKT1	Na/K ratio	However, a correlation between AKT1 expression and root Na(+) when the external Na/K ratio was high suggests that there may be a role for AKT1 in Na(+) uptake in such conditions.
26969743	AKT1	Na/K ratio	However, a correlation between AKT1 expression and root Na(+) when the external Na/K ratio was high suggests that there may be a role for AKT1 in Na(+) uptake in such conditions.
26969743	AKT1	Na/K ratio	However, a correlation between AKT1 expression and root Na(+) when the external Na/K ratio was high suggests that there may be a role for AKT1 in Na(+) uptake in such conditions.
26969743	AKT1	Na/K ratio	However, a correlation between AKT1 expression and root Na(+) when the external Na/K ratio was high suggests that there may be a role for AKT1 in Na(+) uptake in such conditions.
26969743	AKT1	stress tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	stress tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	stress tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	stress tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	stress tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought sensitivity	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought sensitivity	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought sensitivity	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought sensitivity	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
