PMID	gene_id	gene_name	gene_time	PTO	term	PTO_time
9679197	831441	['CONSTANS']	1	TO:0000137	days to heading|DTHD|heading date	1
24467897	843258	['AtRPK1', 'RPK1']	12	TO:0006001	salt tolerance|SALTTL	2
24467897	843258	['AtRPK1', 'RPK1']	12	TO:0000387	plant trait|plant phenotype|plant quality	1
24467897	818566	['AtP5CS1', 'P5CS1']	1	TO:0006001	salt tolerance|SALTTL	2
24467897	818566	['AtP5CS1', 'P5CS1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
18463946	841822	['AtPAE1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
18463946	841822	['AtPAE1']	1	TO:0000439	fungal disease resistance	1
22514699	825706	['AtPFA-DSP4']	3	TO:0000012	hydrogen sensitivity|hydrogen ion sensitivity|molecular hydrogen sensitivity	1
20081045	821924	['PHO1', 'AtPHO1']	9	TO:0000480	nutrient sensitivity|nutrient deficiency	1
20404569	837792	['AtPHR1']	3	TO:0000511	phosphorus uptake|PHOUP	1
16085936	843693	['PIN-FORMED1', 'PIN1', 'AtPIN1']	3	TO:0000257	root branching|rbr|RTBR	1
16085936	843693	['PIN-FORMED1', 'PIN1', 'AtPIN1']	3	TO:0002639	shoot branching	1
16085936	843693	['PIN-FORMED1', 'PIN1', 'AtPIN1']	3	TO:0000387	plant trait|plant phenotype|plant quality	2
16085936	843693	['PIN-FORMED1', 'PIN1', 'AtPIN1']	3	TO:0000346	tiller number|TINB	1
24142111	850683	['Fps1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24142111	856331	['ACR3']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24142111	851713	['Ycf1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
23231646	107774983	['NtTKPR1']	1	TO:0000421	pollen fertility|POFRT	2
24280008	840915	['Rap2.6']	1	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
24280008	840915	['Rap2.6']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
18247056	815949	['PR1']	4	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
18162592	100284678	['phytoene synthase', 'Phytoene synthase', 'PSY']	4	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	4
18162592	100284678	['phytoene synthase', 'Phytoene synthase', 'PSY']	4	TO:0001041	root yield	1
18162592	542686	['PSY2']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	4
18162592	542686	['PSY2']	1	TO:0001041	root yield	1
18162592	100136882	['PSY1']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	4
18162592	100136882	['PSY1']	1	TO:0001041	root yield	1
17890377	544006	['SlPti1', 'Pti1']	5	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
17890377	544006	['SlPti1', 'Pti1']	5	TO:0000315	bacterial disease resistance	1
21223385	4155	['MBP']	1	TO:0000198	rootless|RTMIN	1
15247372	832555	['AtFPF1']	1	TO:0000084	root number|RTNB|tnr	1
15247372	832555	['AtFPF1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
15247372	832555	['AtFPF1']	1	TO:0001006	adventitious root number	1
21105928	817579	['AtVSR2']	1	TO:0000104	floury endosperm	1
18723578	10399	['RACK1']	4	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
10485927	207	['Rac', 'rac']	3	TO:0000063	mimic response|disease mimic response|lesion mimic|MIRP	1
18156216	3320	['HSP90']	9	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
24840804	832208	['RAD51', 'AtRAD51']	2	TO:0000208	lemma number	1
24840804	832208	['RAD51', 'AtRAD51']	2	TO:0000209	palea number|PALNB	1
24840804	832208	['RAD51', 'AtRAD51']	2	TO:0000225	stamen number|STANB	1
18257679	835244	['RAR1', 'rar1']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	3
18257679	835244	['RAR1', 'rar1']	2	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	1
18257679	835244	['RAR1', 'rar1']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
18257679	818986	['SGT1', 'sgt1']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	3
18257679	818986	['SGT1', 'sgt1']	2	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	1
18257679	818986	['SGT1', 'sgt1']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
17379698	29141378	['rbcL']	2	TO:0000319	rubisco content|RUBISCOCN	3
17379698	29141378	['rbcL']	2	TO:0000598	protein content|PROTCN|total protein content	1
12750344	132243	['OSH1']	1	TO:0000241	leaf number|LFNB	1
22451723	817148	['RTE1', 'rte1-2']	6	TO:0000737	plant aspect	1
22451723	817148	['RTE1', 'rte1-2']	6	TO:0002650	phototropism response trait|coleoptile curvature|coleoptile phototropism	1
22451723	817148	['RTE1', 'rte1-2']	6	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
22451723	842951	['ETR1']	2	TO:0000737	plant aspect	1
22451723	842951	['ETR1']	2	TO:0002650	phototropism response trait|coleoptile curvature|coleoptile phototropism	1
22451723	842951	['ETR1']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
21499841	824718	['sdir1', 'SDIR1']	2	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
21499841	824718	['sdir1', 'SDIR1']	2	TO:0000276	drought tolerance|drought resistance|DRTL	2
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000371	yield trait|YLD	1
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000387	plant trait|plant phenotype|plant quality	4
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000396	grain yield trait|GRYLD|Yld	1
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000171	height trait	1
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000207	plant height|Ht|PTHT|shoot height	1
19754838	829480	['AtSERK3', 'BAK1', 'AtBAK1']	4	TO:0000541	leaf position|leaf height|LFHT	1
19754838	830095	['bri1', 'bri1-5']	1	TO:0000371	yield trait|YLD	1
19754838	830095	['bri1', 'bri1-5']	1	TO:0000387	plant trait|plant phenotype|plant quality	4
19754838	830095	['bri1', 'bri1-5']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
19754838	830095	['bri1', 'bri1-5']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
19754838	830095	['bri1', 'bri1-5']	1	TO:0000171	height trait	1
19754838	830095	['bri1', 'bri1-5']	1	TO:0000207	plant height|Ht|PTHT|shoot height	1
19754838	830095	['bri1', 'bri1-5']	1	TO:0000541	leaf position|leaf height|LFHT	1
21585388	825831	['AtSFR6', 'sfr6', 'atsfr6']	9	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	4
21585388	825831	['AtSFR6', 'sfr6', 'atsfr6']	9	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20561251	836163	['SIZ1', 'siz1']	6	TO:0000387	plant trait|plant phenotype|plant quality	1
19339499	22938	['ski-interacting protein', 'Ski-interacting protein']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
19339499	22938	['ski-interacting protein', 'Ski-interacting protein']	2	TO:0000276	drought tolerance|drought resistance|DRTL	1
23456248	829610	['COW1', 'AtSFH1', 'Atsfh1']	3	TO:0002710	root shape	1
17142477	814729	['AtSOS1', 'SOS1', 'sos1-1']	4	TO:0006001	salt tolerance|SALTTL	2
17142477	814729	['AtSOS1', 'SOS1', 'sos1-1']	4	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	2
17142477	833502	['SOS2', 'sos2']	3	TO:0006001	salt tolerance|SALTTL	2
17142477	833502	['SOS2', 'sos2']	3	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	2
17142477	832494	['SOS3', 'sos3']	3	TO:0006001	salt tolerance|SALTTL	2
17142477	832494	['SOS3', 'sos3']	3	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	2
17142477	814729;833502	['SOS']	2	TO:0006001	salt tolerance|SALTTL	2
17142477	814729;833502	['SOS']	2	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	2
21637817	856364	['Spo11']	6	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
19508276	854764	['SYG1']	2	TO:0000328	sucrose content|saccharose content|SUCROSECN	1
19508276	854764	['SYG1']	2	TO:0006002	proline content	1
19508276	853148	['Pho81']	2	TO:0000328	sucrose content|saccharose content|SUCROSECN	1
19508276	853148	['Pho81']	2	TO:0006002	proline content	1
19508276	832137	['AtSPX1']	1	TO:0000328	sucrose content|saccharose content|SUCROSECN	1
19508276	832137	['AtSPX1']	1	TO:0006002	proline content	1
19508276	817943	['PHO2']	1	TO:0000328	sucrose content|saccharose content|SUCROSECN	1
19508276	817943	['PHO2']	1	TO:0006002	proline content	1
19508276	836163	['SIZ1', 'siz1', 'ATSIZ1']	1	TO:0000328	sucrose content|saccharose content|SUCROSECN	1
19508276	836163	['SIZ1', 'siz1', 'ATSIZ1']	1	TO:0006002	proline content	1
17052323	820327	['SPINDLY', 'SPY', 'spindly', 'spy']	7	TO:0000387	plant trait|plant phenotype|plant quality	2
24337801	840115	['RCD1', 'rcd1']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
24337801	840115	['RCD1', 'rcd1']	4	TO:0002657	oxidative stress	1
24337801	840115	['RCD1', 'rcd1']	4	TO:0000303	cold tolerance|COLDTL|CTol	1
16541127	853776	['sulfiredoxin', 'Srx']	5	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
16541127	840004	['Srx', 'AtSrx']	10	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19522564	818973	['SSI2']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
25311683	6832	['SUV3']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
25311683	856078	['SUV3']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
22582989	841313	['AtYUC10']	1	TO:0020106	Indole-3-acetic acid content|IAA content|Indole-3-acetic acid  content	5
22582989	841313	['AtYUC10']	1	TO:0000696	starch content|STARCHCN	1
12581309	542361	['TB1']	3	TO:0002638	shoot meristem development|shoot meristem abortion	1
12581309	542361	['TB1']	3	TO:0006020	shoot apical meristem development	1
18248596	830619	['EMS1', 'ems1']	3	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	2
22367482	853697	['elf1']	1	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	1
18071708	820506	['AtSPO11-1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
18071708	820506	['AtSPO11-1']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
18071708	820506	['AtSPO11-1']	1	TO:0000181	seed weight|SDWT	1
18071708	820506	['AtSPO11-1']	1	TO:0000442	plant fresh weight|PLFWT	1
18071708	820506	['AtSPO11-1']	1	TO:0000479	acid sensitivity|ADSN	1
18071708	820506	['AtSPO11-1']	1	TO:0000505	leaf weight|LFWT	1
18071708	820506	['AtSPO11-1']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	1
22912901	28719877	['U12']	19	TO:0000387	plant trait|plant phenotype|plant quality	1
22912901	820203	['U11/U12-31K']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
20220098	9269794	['Sdr4']	7	TO:0000253	seed dormancy|SDDOR	3
20220098	9269794	['Sdr4']	7	TO:0000162	grain quality trait	1
20220098	9269794	['Sdr4']	7	TO:0000371	yield trait|YLD	1
20220098	9269794	['Sdr4']	7	TO:0000396	grain yield trait|GRYLD|Yld	1
20220098	9269794	['Sdr4']	7	TO:0001068	processing quality trait	1
20220098	9269794	['Sdr4']	7	TO:0002661	seed maturation|asynchronous seed maturation|nonsynchronous seed maturation|SDMT|synchronous seed maturation	1
23275199	856105	['VPS22', 'vps22']	5	TO:0000266	chalky endosperm|CHALK|chalkiness of endosperm|Clk	1
19039666	818348	['receptor-like kinases', 'RLK']	3	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
19039666	838723	['WAK2']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
22130861	844399	['WIN1']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
22130861	844399	['WIN1']	2	TO:0000276	drought tolerance|drought resistance|DRTL	2
22130861	844399	['WIN1']	2	TO:0002657	oxidative stress	1
22130861	838105	['SHN1']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
22130861	838105	['SHN1']	2	TO:0000276	drought tolerance|drought resistance|DRTL	2
22130861	838105	['SHN1']	2	TO:0002657	oxidative stress	1
17601827	821270	['WRKY45']	11	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
17601827	821270	['WRKY45']	11	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
17601827	842733	['NPR1', 'npr1', 'AtNPR1']	1	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
17601827	842733	['NPR1', 'npr1', 'AtNPR1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
20409007	831365	['WRKY72', 'AtWRKY72']	7	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
20409007	831365	['WRKY72', 'AtWRKY72']	7	TO:0006067	aphid resistance	1
20826955	818390	['AUX1', 'aux1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	818390	['AUX1', 'aux1']	2	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	818390	['AUX1', 'aux1']	2	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20826955	839286	['axr1', 'AXR1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	839286	['axr1', 'AXR1']	2	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	839286	['axr1', 'AXR1']	2	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20826955	838416	['bud1', 'BUD1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	838416	['bud1', 'BUD1']	2	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	838416	['bud1', 'BUD1']	2	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20826955	841665	['ABA2']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	841665	['ABA2']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	841665	['ABA2']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20826955	818614	['ABI4']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	818614	['ABI4']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	818614	['ABI4']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20826955	831147	['AtWRKY75']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20826955	831147	['AtWRKY75']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
20826955	831147	['AtWRKY75']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
15255870	541800	['YS1']	2	TO:0000434	root activity|RTACT	1
20532512	831215	['AtPAO1']	4	TO:0000434	root activity|RTACT	1
20532512	829093	['PAO5', 'AtPAO5']	2	TO:0000434	root activity|RTACT	1
20532512	818904	['AtPAO2']	2	TO:0000434	root activity|RTACT	1
20532512	825074	['AtPAO3']	3	TO:0000434	root activity|RTACT	1
20532512	842894	['AtPAO4']	3	TO:0000434	root activity|RTACT	1
23161858	815111	['PGR5', 'PROTON GRADIENT REGULATION 5', 'pgr5']	11	TO:0020117	non photochemical quenching|NPQ	2
19696351	4335725	['Pi21', 'pi21']	4	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
19696351	4335725	['Pi21', 'pi21']	4	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
17507669	107277544	['Pi36']	7	TO:0000072	awn length|An|awning|AWNLG	1
15141293	5268	['Pi5']	7	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
15141293	5268	['Pi5']	7	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
16541125	541683	['TE1']	1	TO:0000346	tiller number|TINB	2
16541125	541683	['TE1']	1	TO:0000735	plastochron	1
16541125	541683	['TE1']	1	TO:0000241	leaf number|LFNB	1
9278162	542759	['PPDK', 'ppdk']	15	TO:0002654	pyruvate orthophosphate dikinase activity trait|PPDK|Pyruvate phosphate dikinase|Pyruvate, phosphate phosphotransferase	3
18820699	107275427	['PROG1', 'prog1']	5	TO:0002759	grain number|GRNB|kernel number	1
19885651	100136882	['PSY1']	4	TO:0000559	plant volume|SP|space	2
15247400	100284678	['phytoene synthase', 'Phytoene synthase', 'PSY']	5	TO:0000496	carotenoid content|CRTCN	3
15247400	100136882	['PSY1']	3	TO:0000496	carotenoid content|CRTCN	3
15247400	542686	['PSY2']	2	TO:0000496	carotenoid content|CRTCN	3
16399804	103632119	['INTENSIFIER1']	1	TO:0000253	seed dormancy|SDDOR	1
16399804	103632119	['INTENSIFIER1']	1	TO:0000473	grain shattering|caryopsis shattering|GRSH	1
16399804	103632119	['INTENSIFIER1']	1	TO:0000486	seed color|SDCL	1
16399804	103632119	['INTENSIFIER1']	1	TO:0000707	pericarp color|bran color|dehulled grain color|DHULGRCL|grain color|PERICARPCL	1
19417775	822395	['RCK', 'ROCK-N-ROLLERS']	8	TO:0000421	pollen fertility|POFRT	1
19417775	838040	['SOLO DANCERS']	1	TO:0000421	pollen fertility|POFRT	1
7493934	854090	['HAL2']	4	TO:0006001	salt tolerance|SALTTL	1
16889974	299331	['rHsp90']	7	TO:0006001	salt tolerance|SALTTL	1
24280027	4348644	['RID1', 'EHD2', 'Ehd2']	4	TO:0000040	panicle length|PnL|PNLG	1
24280027	4348644	['RID1', 'EHD2', 'Ehd2']	4	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
24280027	4348644	['RID1', 'EHD2', 'Ehd2']	4	TO:0000547	primary branch number|NPB|number of primary rachis branches|panicle primary branch number|PBRNB|PRB|primary branches per panicle	2
24280027	4348644	['RID1', 'EHD2', 'Ehd2']	4	TO:0000953	stem number|stalk number	1
24280027	4348644	['RID1', 'EHD2', 'Ehd2']	4	TO:0000207	plant height|Ht|PTHT|shoot height	1
24280027	541693	['INDETERMINATE1', 'ID1', 'Indeterminate1']	3	TO:0000040	panicle length|PnL|PNLG	1
24280027	541693	['INDETERMINATE1', 'ID1', 'Indeterminate1']	3	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
24280027	541693	['INDETERMINATE1', 'ID1', 'Indeterminate1']	3	TO:0000547	primary branch number|NPB|number of primary rachis branches|panicle primary branch number|PBRNB|PRB|primary branches per panicle	2
24280027	541693	['INDETERMINATE1', 'ID1', 'Indeterminate1']	3	TO:0000953	stem number|stalk number	1
24280027	541693	['INDETERMINATE1', 'ID1', 'Indeterminate1']	3	TO:0000207	plant height|Ht|PTHT|shoot height	1
18980655	22999	['rim1-1']	4	TO:0000091	leafhopper	2
15794761	542997	['xylanase inhibitor protein I', 'XIP-I']	3	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
21596949	844323	['GLABRA2']	1	TO:0000085	leaf rolling|LFRL|wilting	2
21596949	844323	['GLABRA2']	1	TO:0006064	rolled leaf	2
21596949	844323	['GLABRA2']	1	TO:0002684	plant cell size	2
21596949	844323	['GLABRA2']	1	TO:0000241	leaf number|LFNB	1
21596949	844323	['GLABRA2']	1	TO:0002637	leaf size	1
9843485	836262	['RPE', 'D-ribulose-5-phosphate 3-epimerase', 'rpe']	4	TO:0000387	plant trait|plant phenotype|plant quality	1
9843485	836262	['RPE', 'D-ribulose-5-phosphate 3-epimerase', 'rpe']	4	TO:0002692	root meristem development	1
9843485	102594969	['RPE']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
9843485	102594969	['RPE']	1	TO:0002692	root meristem development	1
16045470	842733	['NPR1', 'npr1', 'AtNPR1']	4	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
19033192	9269129	['SaM']	7	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	5
19033192	9266343	['SaF']	4	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	5
17259261	831647	['SU(VAR)3-9']	1	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
17259261	831647	['SU(VAR)3-9']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
17216479	843276	['Zip', 'ZIP', 'Ago7']	2	TO:0000872	leaf erect	2
17216479	843276	['Zip', 'ZIP', 'Ago7']	2	TO:0000085	leaf rolling|LFRL|wilting	1
17216479	843276	['Zip', 'ZIP', 'Ago7']	2	TO:0006064	rolled leaf	1
17216479	843276	['Zip', 'ZIP', 'Ago7']	2	TO:0000881	flower type	1
24464483	817157	['MAX1', 'max1']	3	TO:0002639	shoot branching	1
14534788	542711	['SPS']	9	TO:0000171	height trait	1
14534788	542711	['SPS']	9	TO:0000207	plant height|Ht|PTHT|shoot height	3
14534788	542711	['SPS']	9	TO:0000387	plant trait|plant phenotype|plant quality	1
14534788	542711	['SPS']	9	TO:0000541	leaf position|leaf height|LFHT	1
14534788	542711	['SPS']	9	TO:0000331	sucrose phosphate synthase activity trait|SPS|SPSACT|sucrose 6-phosphate synthase|sucrose phosphate synthetase|sucrose phosphate-uridine diphosphate glucosyltransferase|sucrose-phosphate synthase activity|sucrosephosphate-UDP glucosyltransferase|UDP-glucose-fructose-phosphate glucosyltransferase|uridine diphosphoglucose-fructose phosphate glucosyltransferase	4
14534788	542711	['SPS']	9	TO:0000598	protein content|PROTCN|total protein content	1
14534788	542711	['SPS']	9	TO:0001034	relative plant height	1
21926092	541614	['squalene synthase']	3	TO:0000276	drought tolerance|drought resistance|DRTL	3
21926092	541614	['squalene synthase']	3	TO:0000136	leaf relative water content|leaf relative water content|rec|RELWCN	2
21926092	541614	['squalene synthase']	3	TO:0000522	stomatal conductance|STOCOND	2
21926092	541614	['squalene synthase']	3	TO:0000084	root number|RTNB|tnr	1
21926092	541614	['squalene synthase']	3	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
21926092	541614	['squalene synthase']	3	TO:0001012	lateral root length	1
21926092	541614	['squalene synthase']	3	TO:0001013	lateral root number	1
16900200	4350053	['Alcohol dehydrogenase 1', 'Adh1']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
16900200	4350053	['Alcohol dehydrogenase 1', 'Adh1']	2	TO:0000286	submergence sensitivity|Sub|submergence tolerance|SUBSN	1
16900200	4350053	['Alcohol dehydrogenase 1', 'Adh1']	2	TO:0000524	submergence tolerance|SUBTL	1
16900200	4350053	['Alcohol dehydrogenase 1', 'Adh1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
12582522	4328091	['UDP-glucose pyrophosphorylase', 'UGPase']	3	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
12582522	102577726	['UGPase']	6	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
20805329	827839	['HEN1']	1	TO:0002638	shoot meristem development|shoot meristem abortion	1
20805329	827839	['HEN1']	1	TO:0006020	shoot apical meristem development	1
24821718	29141414	['rpl2']	1	TO:0000737	plant aspect	1
24821718	29141414	['rpl2']	1	TO:0000069	variegated leaf|albino leaf striping|leaf stripes	1
21809091	835889	['WAX2', 'CER3', 'YRE']	4	TO:0000072	awn length|An|awning|AWNLG	1
21809091	542154	['GL1']	2	TO:0000072	awn length|An|awning|AWNLG	1
21809091	28720195	['FLP1']	1	TO:0000072	awn length|An|awning|AWNLG	1
22829206	817208	['heme oxygenase', 'HY1']	3	TO:0002657	oxidative stress	2
22829206	817208	['heme oxygenase', 'HY1']	3	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
18588956	54469	['AWP1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
18588956	54469	['AWP1']	1	TO:0000188	drought sensitivity|drought susceptibility|DRS|DRSN	1
18588956	54469	['AWP1']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
18588956	54469	['AWP1']	1	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	1
18588956	54469	['AWP1']	1	TO:0006001	salt tolerance|SALTTL	1
8049366	3159	['HMGR']	6	TO:0000072	awn length|An|awning|AWNLG	1
23918959	778421	['TaCPK2-A']	8	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
16169968	100232981	['anthocyanidin reductase', 'ANR']	8	TO:0000387	plant trait|plant phenotype|plant quality	1
16169968	100232981	['anthocyanidin reductase', 'ANR']	8	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
16169968	100232981	['anthocyanidin reductase', 'ANR']	8	TO:0002633	fruit ripening trait|fruit ripening	1
14729919	842378	['AGD2', 'agd2']	10	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
14729919	815864	['ALD1']	6	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
20018603	843874	['AtBBD1', 'atbbd1']	7	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20018603	843874	['AtBBD1', 'atbbd1']	7	TO:0000387	plant trait|plant phenotype|plant quality	1
20018603	818884	['PDF1']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20018603	818884	['PDF1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
20018603	836838	['ABA1']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20018603	836838	['ABA1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
20018603	838868	['AtSAC1']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
20018603	838868	['AtSAC1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
16805736	828889	['Impaired sucrose induction1', 'IMPAIRED SUCROSE INDUCTION1', 'ISI1', 'isi1']	8	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
